2018-06-07 19:26:50,"b'RT @SHAFOVALOFF11: Kim Jong Un must be pissed how Trump has had Bolton, Pence and now Gulliani make insulting statements to make Trump look\xe2\x80\xa6'"
2018-06-07 19:26:20,"b'Kim Jong Un must be pissed how Trump has had Bolton, Pence and now Gulliani make insulting statements to make Trump\xe2\x80\xa6 https://t.co/bUGcfEzNJQ'"
2018-06-07 19:23:57,b'@CNNPolitics Sessions is leaning away from #realDonaldTrump because Donnie still suffers from Incontinence. Fox and\xe2\x80\xa6 https://t.co/69Vk46V1hc'
2018-06-07 19:22:21,"b'Facebook, Amazon, Google And Twitter All Work With Left-Wing SPLC #realDonaldTrump the Companies Above, Are Shuttin\xe2\x80\xa6 https://t.co/AD6w8VlkqM'"
2018-06-07 19:21:47,"b""@KimKardashian you all act like you know Alice Johnson personally. Let's be honest you never heard her story before\xe2\x80\xa6 https://t.co/fHnE1Q4OEY"""
2018-06-07 19:19:33,b'#realDonaldTrump #POTUS didn\xe2\x80\x99t have a problem with #StormyDaniels line of work when he had sex with her #RudyGuilliani.'
2018-06-07 19:16:04,b'@CNNPolitics Hopefully she can sign Donnie up. #realDonaldTrump is so broad at the butt he has to turn sideways whe\xe2\x80\xa6 https://t.co/bVVeomodvQ'
2018-06-07 19:16:02,"b""@michaelbeatty3 @RuthieRedSox The people want Jim Jordan NOT McCarthy, he's friends with Ryan.  Jordan will push th\xe2\x80\xa6 https://t.co/A3GSNm6RYG"""
2018-06-07 19:14:04,"b""@CNNPolitics It's impossible to do both for two reason.\n1: #realDonaldTrump has never DESERVED loyalty \n2: Salem Sa\xe2\x80\xa6 https://t.co/LVYEusGTtE"""
2018-06-07 19:08:02,b'Surfing with Soba Recovery Center 24 HR Helpline 866 447 5298 https://t.co/U2i3BsJq2Q #oceans #surfing #sober\xe2\x80\xa6 https://t.co/BcvdfgK6Ma'
2018-06-07 19:04:45,b'RT @BrutalRuinDave: Nice :) @brutalruinmusic @irockme69 @Talentlotto @unionjackradio @MetalHammer @RepYoState #np #UnsignedHour #MusicHourU\xe2\x80\xa6'
2018-06-07 19:04:24,b'RT @BrutalRuinDave: Check em out :)\n@brutalruinmusic @irockme69 @Talentlotto @unionjackradio @RepYoState #np #UnsignedHour #MusicHourUK #Un\xe2\x80\xa6'
2018-06-07 18:56:25,b'@NBCNews Really #realdonaldtrump your not prepared to meet Kim Jong Un at all. He is going to manipulate you so eas\xe2\x80\xa6 https://t.co/TcaTmf7J8T'
2018-06-07 18:53:28,b'#WherearetheChildren #WherearetheChildren #WherearetheChildren            #realDonaldTrump you are one sick son of\xe2\x80\xa6 https://t.co/rjjlRZAzIy'
2018-06-07 18:50:11,"b'RT @justjim36: Nice that a ""mere"" judge - enforcing the much-hyped ""rule of law"" - has instructed #realDonaldTrump to actually have to face\xe2\x80\xa6'"
2018-06-07 18:49:52,"b'RT @justjim36: Nice that a ""mere"" judge - enforcing the much-hyped ""rule of law"" - has instructed #realDonaldTrump to actually have to face\xe2\x80\xa6'"
2018-06-07 18:44:21,"b""#realdonaldTrump when the Summit door closes behind you, you're in dangerous territory minus 1 tool in your chest o\xe2\x80\xa6 https://t.co/Ra1URLEv0l"""
2018-06-07 18:43:33,b'RT @BrutalRuinDave: Check em out :)\n@brutalruinmusic @irockme69 @Talentlotto @unionjackradio @RepYoState #np #UnsignedHour #MusicHourUK #Un\xe2\x80\xa6'
